number;word;detail_url;definition
2237;берыкъяськем;/term?tid=131690;"прич. и сущ. от  берыкъяськыны"
2238;берыкъяськон;/term?tid=131691;"сущ. от  берыкъяськыны"
2239;берыкъяськылон;/term?tid=131692;"сущ. от  берыкъяськылыны"
2240;берыкъяськылыны;/term?tid=131693;"многокр. от  берыкъяськыны"
2241;берыкъяськыны;/term?tid=131694;"1) ворочаться, переворачиваться (с боку на бок), вертеться; повёртываться, перевёртываться2) возвращаться (с пути)3) переводиться (с одного языка на другой)"
2242;берыкъятон;/term?tid=131695;"сущ. от  берыкъятыны"
2243;берыкъятыны;/term?tid=131696;"многокр. понуд. от  берыкъяны"
2244;берын;/term?tid=131697;"послелог (на вопрос «где?») за; позади   гид берын 1) на задворках 2) за конюшней   гурт берын за деревней   корка берын позади дома, за домом   мунчо берын за баней"
2245;берысен;/term?tid=131698;"послелог (на вопрос «откуда?») за; из-за   гурт берысен ик нюлэс кутске сразу же за деревней начинается лес"
2246;берысь;/term?tid=131699;"послелог (на вопрос «откуда?») из-за   гур берысь из-за печки   обинь берысь из-за овина"
2247;берытскем;/term?tid=131700;"прич. и сущ. от  берытскыны"
2248;берытскись;/term?tid=131701;"берытскисьупотребляется лишь в составе выражений:берытскись карон грам. возвратный глагол"
2249;берытскон;/term?tid=131702;"1) сущ. от  берытскыны2) обращение (напр. планет вокруг Солнца)"
2250;берытскылон;/term?tid=131703;"сущ. от  берытскылыны"
2251;берытскылыны;/term?tid=131704;"многокр.1) (неоднократно) возвращаться (с пути)2) повёртываться3) поворачиваться; разворачиваться"
2252;берытскыны;/term?tid=131705;"1) возвратиться (с пути)2) повернуться3) развернуться   сюлэм берытскыны 1) успокоиться 2) забыть обиду, простить кого-либо"
2253;берытскытон;/term?tid=131706;"сущ. от  берытскытыны"
2254;берытскытыны;/term?tid=131707;"понуд. от  берытскыны"
2255;бес;/term?tid=131708;"бран. бес, бесёнок"
2256;беседа;/term?tid=131709;"беседа   беседа ортчытыны провести беседу; смотри также:  вераськон 1"
2257;бесерман;/term?tid=131710;"бесермянин || бесермянский   бесерман вераськет бесермянский диалект   бесерман кыл бесермянский язык (один из диалектов удмуртского языка)   бесерман ныл бесермянская девушка, девушка-бесермянка   бесермянъёс бесермяне (этнографическая группа удмуртов, проживающая в северных районах Удмуртии)"
2258;бесмен;/term?tid=131711;"1) межа, граница (отделяющая земельные угодия двух населенных пунктов)2) звено изгороди"
2259;беспартийной;/term?tid=131712;беспартийный
2260;беспӧртэм;/term?tid=131715;"диал. надоедливо, однообразно || надоедливый, однообразный"
2261;беспризорник;/term?tid=131713;"беспризорник, беспризорница"
2262;беспризорной;/term?tid=131714;беспризорный
2263;бессовестной;/term?tid=131716;"бессовестный; смотри также:  возьыттэм"
2264;бессоюзной;/term?tid=131717;"лингв. бессоюзный; смотри также:  герӟостэм"
2265;бессрочной;/term?tid=131718;"бессрочный   бессрочной паспорт бессрочный паспорт"
2266;бестолковой;/term?tid=131719;бестолковый
2267;бестыяськем;/term?tid=131720;"прич. и сущ. от  бестыяськыны"
2268;бестыяськон;/term?tid=131721;"сущ. от  бестыяськыны"
2269;бестыяськыны;/term?tid=131722;"диал. воображать (из себя); щеголять"
2270;бесхозяйственной;/term?tid=131723;бесхозяйственный
2271;беська;/term?tid=131724;"диал.1) старший деверь2) обращение жены младшего брата к старшему деверю"
2272;бетон;/term?tid=131725;"   Ⅰбетон || бетонный   Ⅱострога"
2273;бетэн;/term?tid=131726;"уст. бесполезность, ненужность; ничтожность"
2274;бечалгы;/term?tid=131727;"диал. коса"
2275;бече;/term?tid=131728;"1) родственник2) диал. сосед3) диал. подруга4) диал. сверстник5) диал. брат, старший брат"
2276;бечей;/term?tid=131729;"диал.1) старший брат2) дядя3) дедушка"
2277;бечке;/term?tid=131730;"диал. смотри:  бекче"
2278;бечоло;/term?tid=131731;"цуг   бечоло валэн цугом   бечоло ворттылыны кататься (ездить) цугом   бечолоен цугом   бечолоен мыныны ехать цугом   бечоло вал пристяжная лошадь   бечоло гозы диал. постромки   бечолое кыткыны запрячь в пристяжку"
2279;бечолоям;/term?tid=131732;"прич. и сущ. от  бечолояны"
2280;бечолоян;/term?tid=131733;"сущ. от  бечолояны"
2281;бечолояны;/term?tid=131734;"диал. запрягать (запрячь) в пристяжку"
2282;бешмет;/term?tid=131735;"1) бешмет2) диал. онуча, портянка"
2283;биагай;/term?tid=131736;"диал.1) старший деверь (старший брат мужа)2) старший шурин (старший брат жены)"
2284;биби;/term?tid=131737;"дет. ножка (в разговоре с детьми)"
2285;библейской;/term?tid=131738;"рел. библейский"
2286;библи;/term?tid=131739;"рел. библия"
2287;библиографи;/term?tid=131740;библиография
2288;библиографической;/term?tid=131741;библиографический
2289;библиотека;/term?tid=131742;"библиотека; смотри также:  лыдӟиськонни"
2290;библиотечной;/term?tid=131743;библиотечный
2291;бигер;/term?tid=131744;"татарин, татарка || татарский   бигер кыл татарский язык   бигер кышно 1) женщина-татарка 2) жена татарина 3) перен. смелая, пронырливая женщина; обманщица, лгунья   бигер ныл татарочка, девушка-татарка   бигер пи татарчонок   бигер сямен по-татарски   бигеръёс татары   бигер кышно кулэм дождь при солнечной погоде (букв. татарка умерла)"
2292;бигерарня;/term?tid=131745;"уст. пятница"
2293;бигерйӧлтурын;/term?tid=131746;"бот. молочай"
2294;бигермайтал;/term?tid=131747;"бот.1) дрёма белая2) мыльнянка"
2295;бигермем;/term?tid=131748;"прич. и сущ. от  бигермыны"
2296;бигермон;/term?tid=131749;"сущ. от  бигермыны"
2297;бигермыны;/term?tid=131750;"1) усвоить татарский язык2) соблюдать обычаи татар"
2298;бигерпушнер;/term?tid=131751;"бот. крапива жгучая"
2299;бигерсиён;/term?tid=131752;"диал. бот. свербига восточная"
2300;бигерсугон;/term?tid=131753;"диал. лук-батун"
2301;бигертакъя;/term?tid=131754;"диал. бот. одуванчик; смотри также:  пуныжильы"
2302;бигертамак;/term?tid=131755;"диал. бот. белена"
2303;бигерчукырна;/term?tid=131756;"диал. зоол. пескарь (рыба)"
2304;бигершет;/term?tid=131757;"диал. головное полотенце (пожилой женщины); смотри также:  пелькышет"
2305;бидон;/term?tid=131758;"бидон || бидонный"
2306;бидырка;/term?tid=131759;"бидырка, бидыркодиал.1) круглый2) кудрявый || кудри   бидырка йырсиё с кудрявыми волосами"
2307;бидырко;/term?tid=131760;"бидырка, бидыркодиал.1) круглый2) кудрявый || кудри   бидырко йырсиё с кудрявыми волосами"
2308;бидьы;/term?tid=131761;"уст. анат. мужской половой член"
2309;биё;/term?tid=131928;"биё, биётакадиал. зоол. улитка"
2310;биётака;/term?tid=131929;"биё, биётакадиал. зоол. улитка"
2311;биз;/term?tid=131762;"диал.1) белила2) грим; косметика"
2312;биздӥсь;/term?tid=131766;"прич. и сущ. от  биздыны"
2313;биздон;/term?tid=131763;"сущ. от  биздыны"
2314;биздыны;/term?tid=131764;"диал. хныкать, тихонько плакать"
2315;биздэм;/term?tid=131765;"прич. и сущ. от  биздыны"
2316;бизон;/term?tid=131767;"зоол. бизон || бизоний, бизоновый"
2317;бикем;/term?tid=131768;"диал. старшая сестра мужа"
2318;билет;/term?tid=131769;"билет || билетный   билет вузан касса билетная касса"
2319;билёу;/term?tid=131776;"диал. оселок, брусок"
2320;билёуаны;/term?tid=131777;"диал. точить, править (напр. косу)"
2321;бильгы;/term?tid=131770;"диал. вожжи"
2322;бильгыям;/term?tid=131771;"прич. и сущ. от  бильгыяны"
2323;бильгыян;/term?tid=131772;"сущ. от  бильгыяны"
2324;бильгыяны;/term?tid=131773;"диал. заважживать, пристёгивать вожжи"
2325;бильым;/term?tid=131774;"диал. блин; смотри также:  мильым"
2326;бильярд;/term?tid=131775;"бильярд || бильярдный   бильярд шар бильярдный шар   бильярдэн шудон инты бильярдная"
2327;бинем;/term?tid=131778;"свёрнутый, завёрнутый, перевязанный || свёрток"
2328;бинет;/term?tid=131779;"1) связка, свёрток2) повязка; марля   бинетсэ басьтыны снять повязку3) обёртка   конфет бинет конфетная обёртка"
2329;бинё;/term?tid=131823;"диал. кукла"
2330;бинён;/term?tid=131824;"сущ. от  биньыны"
2331;биниськем;/term?tid=131780;"прич. и сущ. от  биниськыны"
2332;биниськон;/term?tid=131781;"сущ. от  биниськыны   биниськон турбича текст. трубица (вьюшка барабана, тюрик для размотки пряжи)"
2333;биниськылон;/term?tid=131782;"сущ. от  биниськылыны"
2334;биниськылыны;/term?tid=131783;"многокр.1) заматываться, обматываться; сматываться, свёртываться2) свиваться3) обёртываться4) закутываться5) спутываться, запутываться (о волосах)6) текст. заниматься размоткой пряжи7) прививаться (о пчелах), садиться на привой (о рое пчёл)8) бинтоваться, забинтовываться"
2335;биниськыны;/term?tid=131784;"1) замотаться, заматываться, обмотаться, обматываться; смотаться, сматываться; свернуться, свёртываться2) свиться, виться3) обернуться, обёртываться4) закутаться, закутываться5) спутаться, спутываться, запутаться, запутываться (о волосах)6) текст. смотать, мотать (пряжу на мотовило)7) привиться, прививаться, сесть (садиться) на привой (о рое пчёл)"
2336;бинт;/term?tid=131785;"бинт   бинтэн биньыны забинтовать"
2337;бинтан;/term?tid=131786;"сущ. от  бинтаны"
2338;бинтаны;/term?tid=131787;"разг. бинтовать, забинтовать"
2339;бинтовать;/term?tid=131788;"бинтоватьупотребляется лишь в составе выражений:бинтовать карыны бинтовать, забинтовать"
2340;биньгозы;/term?tid=131789;"вожжи   сюмыс биньгозы ремённые вожжи   тыныд биньгозы кулэ тебя надо на вожжах держать (букв. тебе нужны вожжи)   биньгозыез зол (юн) возьыны прям. перен. крепко держать вожжи в руках   биньгозыез сырк возьыны прям. перен. выпустить вожжи"
2341;биньгозыяллян;/term?tid=131790;"сущ. от  биньгозыялляны"
2342;биньгозыялляны;/term?tid=131791;"многокр. завязывать (обвязывать) вожжами; привязывать вожжами (к чему-либо)"
2343;биньгозыям;/term?tid=131792;"прич. и сущ. от  биньгозыяны"
2344;биньгозыян;/term?tid=131793;"сущ. от  биньгозыяны"
2345;биньгозыяны;/term?tid=131794;"1) заважживать, пристёгивать вожжи2) привязать вожжами (к чему-либо)3) завязать (обвязать) вожжами"
2346;биньылон;/term?tid=131795;"сущ. от  биньылыны"
2347;биньылыны;/term?tid=131796;"многокр.1) заматывать, мотать, наматывать, сматывать2) свёртывать3) пеленать; свивать4) завёртывать, обвёртывать, обматывать5) снимать с привоя (рой пчёл)6) забинтовывать, бинтовать"
2348;биньыны;/term?tid=131797;"1) замотать, намотать, смотать, мотать (напр. пряжу на клубок, на шпульку, на трубицу)   шорт биньыны мотать пряжу2) свернуть, свёртывать   коверез биньыны свернуть ковёр3) запеленать, пеленать; свить   пиналэз (кутэтэн) биньыны запеленать ребёнка4) завернуть, обвернуть, обмотать5) снять (снимать) с привоя (рой пчёл)   муш (муш палэп) биньыны снять с привоя рой пчёл6) забинтовать, бинтовать   яраез биньыны забинтовать рану"
2349;биньытон;/term?tid=131798;"сущ. от  биньытыны"
2350;биньытылон;/term?tid=131799;"сущ. от  биньытылыны"
2351;биньытылыны;/term?tid=131800;"многокр. от  биньытыны"
2352;биньытыны;/term?tid=131801;"понуд. от  биньыны"
2353;биняллям;/term?tid=131802;"обёрнутый, завёрнутый; обмотанный, замотанный || обёртывание; обмотка, заматывание"
2354;биняллян;/term?tid=131803;"сущ. от  бинялляны"
2355;бинялляны;/term?tid=131804;"многокр.1) обвёртывать, завёртывать; обматывать, заматывать2) пеленать, свивать"
2356;бинялляськон;/term?tid=131805;"сущ. от  бинялляськыны"
2357;бинялляськыны;/term?tid=131806;"многокр.1) обвёртываться, завёртываться; обматываться, заматываться2) закутываться, укутываться"
2358;биняллятон;/term?tid=131807;"сущ. от  биняллятыны"
2359;биняллятыны;/term?tid=131808;"понуд. от  бинялляны"
2360;бинялскылыны;/term?tid=131809;"смотри:  бинялтӥськылыны"
2361;бинялскыны;/term?tid=131810;"смотри:  бинялтӥськыны"
2362;бинялтӥськем;/term?tid=131818;"прич. и сущ. от  бинялтӥськыны"
2363;бинялтӥськон;/term?tid=131819;"сущ. от  бинялтӥськыны"
2364;бинялтӥськылон;/term?tid=131820;"сущ. от  бинялтӥськылыны"
2365;бинялтӥськылыны;/term?tid=131821;"многокр.1) обёртываться, завёртываться, свёртываться; обматываться, заматываться2) закутываться, укутываться"
2366;бинялтӥськыны;/term?tid=131822;"1) обернуться, завернуться, свернуться; замотаться, обмотаться2) закутаться, укутаться"
2367;бинялтон;/term?tid=131811;"1) обёртывание, обёртка, завёртывание; обматывание, заматывание2) пеленание3) портянка; онуча   куэм бинялтон шерстяная онуча4) упаковка"
2368;бинялтылон;/term?tid=131812;"сущ. от  бинялтылыны"
2369;бинялтылыны;/term?tid=131813;"многокр.1) обёртывать, завёртывать; обматывать, заматывать2) закутывать, укутывать3) пеленать4) упаковывать"
2370;бинялтыны;/term?tid=131814;"1) обернуть, завернуть; обмотать, замотать; свернуть в трубку2) закутать, кутать3) запеленать4) упаковать"
2371;бинялтытон;/term?tid=131815;"сущ. от  бинялтытыны"
2372;бинялтытыны;/term?tid=131816;"понуд. от  бинялтыны"
2373;бинялтэм;/term?tid=131817;"обёрнутый, завёрнутый; упакованный || свёрток   бинялтэм бумага бумага, свёрнутая в трубку (в рулон)"
2374;биографи;/term?tid=131825;"биография, биографический"
2375;биографической;/term?tid=131826;биографический
2376;биологи;/term?tid=131827;"биология || биологический"
2377;биологической;/term?tid=131828;биологический
2378;биохими;/term?tid=131829;"биохимия || биохимический"
2379;бир;/term?tid=131830;"диал. вещь"
2380;биразга;/term?tid=131831;"диал.1) то, что теснит, занимает место2) лишний (где-либо)"
2381;биран;/term?tid=131832;"диал.1) обжора || прожорливый, ненасытный   биран кӧт ненасытный2) перен. негодный, скверный, плохой   биран тыккыры! бран. чтоб тебе лопнуть!"
2382;бирды;/term?tid=131833;"пуговица || пуговичный   бирды кыӵес (пась) петля (на одежде)   бирды лэсьтон производство пуговиц"
2383;бирдыё;/term?tid=131852;"с пуговицей; с крючком"
2384;бирдыяллян;/term?tid=131834;"сущ. от  бирдыялляны"
2385;бирдыялляны;/term?tid=131835;"многокр. застёгивать на пуговицы (на крючки)"
2386;бирдыялляськон;/term?tid=131836;"сущ. от  бирдыялляськыны"
2387;бирдыялляськыны;/term?tid=131837;"многокр. застёгиваться на пуговицы (на крючки)"
2388;бирдыям;/term?tid=131838;"прич. и сущ. от  бирдыяны"
2389;бирдыян;/term?tid=131839;"сущ. от  бирдыяны"
2390;бирдыяны;/term?tid=131840;"застегнуть (застёгивать) на пуговицы (на крючки)"
2391;бирдыяськем;/term?tid=131841;"прич. и сущ. от  бирдыяськылыны"
2392;бирдыяськон;/term?tid=131842;"сущ. от  бирдыяськыны"
2393;бирдыяськылон;/term?tid=131843;"сущ. от  бирдыяськылыны"
2394;бирдыяськылыны;/term?tid=131844;"многокр. застёгиваться на пуговицы (на крючки)"
2395;бирдыяськыны;/term?tid=131845;"застегнуться (застёгиваться) на пуговицы (на крючки)"
2396;бирдыяськытон;/term?tid=131846;"сущ. от  бирдыяськытыны"
2397;бирдыяськытыны;/term?tid=131847;"заставить (попросить) застегнуться на пуговицы (на крючки)"
2398;бирдыятон;/term?tid=131848;"сущ. от  бирдыятыны"
2399;бирдыятылон;/term?tid=131849;"сущ. от  бирдыятылыны"
2400;бирдыятылыны;/term?tid=131850;"многокр. заставить (попросить) застёгивать на пуговицы (на крючки)"
2401;бирдыятыны;/term?tid=131851;"заставить (попросить) застегнуть на пуговицы (на крючки)"
2402;биржа;/term?tid=131853;"биржа || биржевый   ужанъя биржа уст. биржа труда"
2403;бирӟаськем;/term?tid=131856;"прич. и сущ. от  бирӟаськыны"
2404;бирӟаськон;/term?tid=131857;"сущ. от  бирӟаськыны"
2405;бирӟаськыны;/term?tid=131858;"1) застегнуться на пуговицы2) перен. приклеиться (о человеке)"
2406;бирӟет;/term?tid=131859;"1) анат. сосок2) пуговица3) петля (обмётанный прорез) для застёгивания пуговицы"
2407;бирӟетан;/term?tid=131860;"сущ. от  бирӟетаны"
2408;бирӟетаны;/term?tid=131861;"застегнуть на пуговицы"
2409;бирӟеткал;/term?tid=131862;"диал. завязка вместо петельки (на одежде)"
2410;бирӟы;/term?tid=131863;"смотри:  бирды"
2411;бирла;/term?tid=131854;"диал. губа"
2412;бироу;/term?tid=131855;"уст. брат; человек"
2413;бисари;/term?tid=131864;"диал. зоол. пиявка"
2414;бисёра;/term?tid=131868;"миф. злой дух; джин"
2415;бисквит;/term?tid=131865;"бисквит || бисквитный"
2416;бискыли;/term?tid=131866;"1) каравай, круглый хлеб (из яровой муки); ярушник обл.2) коржик   бискыли карыны считать за подарок (что-либо)"
2417;бисьмен;/term?tid=131867;"смотри:  бесмен"
2418;битака;/term?tid=131869;"диал. зоол. улитка; слизняк"
2419;биткон;/term?tid=131870;"зоол. пескарь (рыба)"
2420;биту;/term?tid=131871;"диал. амулет, талисман"
2421;битушка;/term?tid=131872;"кул. плюшка, булочка"
2422;бич;/term?tid=131873;"щекотка   бичсэ поттыны щекотать   бичез потэ ему щекотно   бичлэсь со уг кышка он не боится щекотки"
2423;бичаллян;/term?tid=131874;"1) сбор2) покупка3) текст. набирание, набор, сборка   кисе бичаллян набирание в бёрдо"
2424;бичалляны;/term?tid=131875;"многокр.1) собирать, подбирать2) покупать3) текст. набирать (в бёдро, узоры)"
2425;бичалляськем;/term?tid=131876;"1 купленный, покупка2) сбор, собирание"
2426;бичалляськон;/term?tid=131877;"сущ. от  бичалляськыны"
2427;бичалляськыны;/term?tid=131878;"многокр.1) собирать (напр. грибы, ягоды)2) покупать, делать покупки3) клевать, поклёвывать"
2428;бичалляськытон;/term?tid=131879;"сущ. от  бичалляськытыны"
2429;бичалляськытыны;/term?tid=131880;"многокр.1) заставить (попросить) собирать2) заставить (попросить) покупать3) заставить набирать в бёрдо"
2430;бичаллятон;/term?tid=131881;"сущ. от  бичаллятыны"
2431;бичаллятыны;/term?tid=131882;"многокр. понуд. от  бичалляны"
2432;бичам;/term?tid=131883;"1) собранный || собирание2) набранный || набирание3) этн. счётная гладь (шёлковая вышивка на рукаве женской рубахи)"
2433;бичан;/term?tid=131884;"1) сбор, собирание2) покупка3) текст. набирание в бёрдо   кисе бичан набирание в бёрдо   пужы бичан 1) набирание узоров 2) вышивание   шорт бичан набирание пряжи в бёрдо"
2434;бичаны;/term?tid=131885;"1) собрать, собирать2) покупать3) текст. набрать (набирать) в бёрдо   пужы бичаны 1) набрать узоры 2) вышивать   бичаса куыны ткать набирая"
2435;бичаськем;/term?tid=131886;"1) прич. и сущ. от  бичаськыны2) сбор, собирание3) купленный || покупка"
2436;бичаськон;/term?tid=131887;"сущ. от  бичаськыны"
2437;бичаськылон;/term?tid=131888;"сущ. от  бичаськылыны"
2438;бичаськылыны;/term?tid=131889;"многокр.1) собирать, заниматься сбором2) покупать, заниматься покупками3) поклёвывать4) подбираться, складываться (напр. о вещах)"
2439;бичаськыны;/term?tid=131890;"1) собирать (напр. ягоды, грибы)2) собраться, собираться   трос калык бичаськем собралось много народу3) покупать4) клевать; щипать (напр. траву)   возь вылын ӟазегъёс бичасько на лугу гуси щиплют траву   курегъёс маке бичасько куры что-то клюют5) подбираться, складываться (напр. о вещах)"
2440;бичаськытон;/term?tid=131891;"сущ. от  бичаськытыны"
2441;бичаськытыны;/term?tid=131892;"понуд. от  бичаськыны"
2442;бичатӥськем;/term?tid=131906;"прич. и сущ. от  бичатӥськыны"
2443;бичатӥськон;/term?tid=131907;"сущ. от  бичатӥськыны"
2444;бичатӥськылон;/term?tid=131908;"сущ. от  бичатӥськылыны"
2445;бичатӥськылыны;/term?tid=131909;"многокр. заниматься щекотанием, щекотать, вызывать щекотку"
2446;бичатӥськыны;/term?tid=131910;щекотать
2447;бичатон;/term?tid=131893;"   Ⅰщекотание   Ⅱсущ. от  бичатыны Ⅱ"
2448;бичатъян;/term?tid=131894;"   Ⅰщекотание   Ⅱсущ. от  бичатъяны Ⅱ"
2449;бичатъяны;/term?tid=131895;"   Ⅰмногокр.1) щекотать2) першить (в горле)   Ⅱмногокр. понуд. смотри:  бичатыны Ⅱ"
2450;бичатъяськон;/term?tid=131896;"сущ. от  бичатъяськыны"
2451;бичатъяськылон;/term?tid=131897;"сущ. от  бичатъяськылыны"
2452;бичатъяськылыны;/term?tid=131898;"многокр. от  бичатъяськыны"
2453;бичатъяськыны;/term?tid=131899;"многокр. щекотать друг друга"
2454;бичатылон;/term?tid=131900;"   Ⅰсущ. от  бичатылыны Ⅰ   Ⅱсущ. от  бичатылыны Ⅱ"
2455;бичатылыны;/term?tid=131901;"   Ⅰмногокр. от  бичатыны Ⅰ   Ⅱмногокр. от  бичатыны Ⅱ"
2456;бичатыны;/term?tid=131902;"   Ⅰ1) щекотать, пощекотать   калзэ быдтытозь бичатыны защекотать2) першить (в горле)   ньылонын бичатэ в горле першит   кӧй бичатыны беситься с жиру   кӧйыз бичатэ с жиру бесится   Ⅱ1) заставить собрать (собирать)2) заставить подобрать (подбирать)3) заставить купить (покупать)4) текст. заставить набрать (набирать) в бёрдо"
2457;бичатытон;/term?tid=131903;"   Ⅰсущ. от  бичатытыны Ⅰ   Ⅱсущ. от  бичатытыны Ⅱ"
2458;бичатытыны;/term?tid=131904;"   Ⅰзаставить щекотать (пощекотать)   Ⅱ1) заставить собирать2) заставить покупать (делать покупки)3) заставить набирать в бёрдо"
2459;бичатэм;/term?tid=131905;"прич. и сущ. от  бичатыны"
2460;бичесам;/term?tid=131911;"бичесам, бичесоупотребляется лишь в составе выражений:бичесам нимо йыркыл грам. составное именное сказуемое"
2461;бичесо;/term?tid=131912;"бичесам, бичесоупотребляется лишь в составе выражений:бичесо нимо йыркыл грам. составное именное сказуемое"
2462;бичет;/term?tid=131913;"сборник; набор   кылбур бичет сборник стихов"
2463;бичето;/term?tid=131914;составной
2464;бичпотӥсь;/term?tid=131924;щекотливый
2465;бичпотон;/term?tid=131915;"щекотка   бичпотонлэсь кышканы бояться щекотки"
2466;бичпоттон;/term?tid=131916;"сущ. от  бичпоттыны"
2467;бичпоттылон;/term?tid=131917;"сущ. от  бичпоттылыны"
2468;бичпоттылыны;/term?tid=131918;"многокр. вызывать щекотку, щекотать"
2469;бичпоттыны;/term?tid=131919;"вызвать (вызывать) щекотку, щекотать"
2470;бичпотылон;/term?tid=131920;"сущ. от  бичпотылыны"
2471;бичпотылыны;/term?tid=131921;"многокр. от  бичпотыны"
2472;бичпотыны;/term?tid=131922;"бояться щекотки   бичпотэ щекотно"
2473;бичпотэм;/term?tid=131923;щекотка
2474;бичура;/term?tid=131925;"диал. нетерпеливый || егоза, непоседа, юла"
2475;бичы;/term?tid=131926;"смотри:  бич"
2476;бишбармак;/term?tid=131927;"кул. бишбармак (кушанье, приготовляемое из мелко нарубленного мяса и нарезанной квадратиками лапши, приправляемое крепким бульоном, луком и перцем)"
2477;благодарной;/term?tid=131930;"благодарный   благодарной адями благодарный человек"
2478;благодарность;/term?tid=131931;"благодарность (мера поощрения)   благодарность ялыны объявить благодарность; смотри также:  таукарон"
2479;благоустроить;/term?tid=131932;"благоустроитьупотребляется лишь в составе выражений:благоустроить карон благоустройствоблагоустроить карыны благоустроить"
2480;блажен;/term?tid=131933;"блажен, блаженнойюродивый, блаженный"
2481;блаженной;/term?tid=131934;"блажен, блаженнойюродивый, блаженный"
2482;блажон;/term?tid=131935;дурак
2483;блама;/term?tid=131936;"смотри:  былама"
2484;бли-бли;/term?tid=131937;"бли-бли, блие-блиевозглас, которым подзывают ягнят или овец"
2485;блие-блие;/term?tid=131938;"бли-бли, блие-блиевозглас, которым подзывают ягнят или овец"
2486;близорукой;/term?tid=131939;"прям. перен. близорукий"
2487;бло-бло-бло;/term?tid=131940;"возглас, которым подзывают лошадей на водопой"
2488;блок;/term?tid=131941;"   Ⅰполит. блок   Ⅱтех. блок; смотри также:  колтреч 2"
2489;блокада;/term?tid=131942;"блокада   экономической блокада экономическая блокада"
2490;блюда;/term?tid=131943;"блюдце; блюдо   чай юон блюда чайное блюдце"
2491;бляк;/term?tid=131944;"диал. дрянь"
2492;бо;/term?tid=131945;"диал. смотри: бен"
2493;бобо;/term?tid=131946;"дет. смотри:  бӧбӧ Ⅰ"
2494;бобр;/term?tid=131947;"зоол. бобр || бобровый; смотри также:  мый"
2495;бобрик;/term?tid=131948;"бобрик || бобриковый   бобрик воротникен пальто пальто с воротником из бобрика"
2496;бобрпи;/term?tid=131949;"детёныш бобра, бобрёнок; смотри также:  мыйпи"
2497;бобы;/term?tid=131950;"бот. бобы || бобовый; смотри также:  немычкӧжы"
2498;богатырь;/term?tid=131951;"богатырь || богатырский; смотри также:  батыр"
2499;боды;/term?tid=131952;"1) палка, трость; посох; батог обл.   возьмаськон боды посох   пыкъяськон боды трость   бодыен ветлыны ходить с палкой2) стебель   турын боды стебель травы   бодыен сюдыны 1) кормить стеблями (грубой травой) 2) перен. бить палкой   турынлэн бодыез гинэ кылем на от сена остались только одни стебли   бодылэн пумыз кык посл. палка о двух концах   сюрес вылын боды но эш погов. в пути и посох друг"
2500;бодыбикрангы;/term?tid=131953;"диал. зоол. летучая мышь"
2501;бодыяллян;/term?tid=131954;"сущ. от  бодыялляны"
2502;бодыялляны;/term?tid=131955;"многокр.1) подпирать палками (кольями)2) идти в трубку (в стебель), грубеть (о траве)"
2503;бодыям;/term?tid=131956;"прич. от  бодыяны"
2504;бодыян;/term?tid=131957;"сущ. от  бодыяны"
2505;бодыяны;/term?tid=131958;"подпереть (подпирать) палкой (кольями)"
2506;бодыяськем;/term?tid=131959;"прич. и сущ. от  бодыяськыны"
2507;бодыяськон;/term?tid=131960;"сущ. от  бодыяськыны"
2508;бодыяськылон;/term?tid=131961;"сущ. от  бодыяськылыны"
2509;бодыяськылыны;/term?tid=131962;"многокр.1) опирпться на палку2) идти в трубку (в стебель), грубеть (о траве)"
2510;бодыяськыны;/term?tid=131963;"1) опираться (опереться) на палку2) идти (пойти) в трубку (в стебель), грубеть (о траве)"
2511;бодыяськытон;/term?tid=131964;"сущ. от  бодыяськытыны"
2512;бодыяськытыны;/term?tid=131965;"заставить (попросить) опереться на палку"
2513;бодьяос;/term?tid=131966;"бодьинцы (жители села Якшур-Бодья и Якшур-Бодьинского района или деревень под названием Бодья)"
2514;боевой;/term?tid=131967;"в разн.знач. боевой   боевой адями боевой человек   боевой дасьлык боевая готовность   боевой патрон боевой патрон"
2515;боёрок;/term?tid=132096;"уст. распоряжение, приказ, повеление"
2516;боз-боз;/term?tid=131968;"звукоподр. басистый, низкий (о звуке, голосе)   боз-боз куараез у него басистый голос   боз-боз куараен вераськыны говорить басом, басить   пуны боз-боз утэ собака громко лает"
2517;бозгам;/term?tid=131969;"диал. чрезмерно жирный (толстый), упитанный"
2518;бозгес;/term?tid=131970;"басистый, низкий (о звуке, голосе)   бозгес куара басистый голос"
2519;бозгетӥсь;/term?tid=131976;"1) прич. от  бозгетыны2) диал. жук навозный"
2520;бозгетон;/term?tid=131971;"жужжание, гудение (насекомых)"
2521;бозгетылон;/term?tid=131972;"сущ. от  бозгетылыны"
2522;бозгетылыны;/term?tid=131973;"многокр. от  бозгетыны"
2523;бозгетыны;/term?tid=131974;"жужжать, гудеть (о насекомых)"
2524;бозгетэм;/term?tid=131975;"прич. и сущ. от  бозгетыны"
2525;бозго;/term?tid=131977;"   Ⅰзоол.1) жук (навозный)2) диал. большая зелёная муха   Ⅱдиал. порог двери"
2526;бозо;/term?tid=131978;"диал. толстый, жирный (о ребенке и больных)"
2527;бозор-бозор;/term?tid=131979;"нар.-изобр.сл., выражающее периодическое жужжание или речь басом"
2528;бозоро;/term?tid=131980;"смотри:  бозо"
2529;бозортон;/term?tid=131981;"смотри:  бозгетон"
